INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222017757,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,13-03-2022 21:00,2022,3,Sunday,21,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222017756,3301,,VERBAL DISPUTE,C6,936,0,14-03-2022 08:28,2022,3,Monday,8,,ORTON-MAROTTA WAY,42.33802658,-71.05492863,"(42.33802657743148, -71.05492863119588)"
222017755,423,,ASSAULT - AGGRAVATED,C11, ,0,14-03-2022 08:14,2022,3,Monday,8,,DORCHESTER AVE,42.2843982,-71.06468373,"(42.2843981982829, -71.06468373288614)"
222017754,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,13-03-2022 03:00,2022,3,Sunday,3,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222017753,613,,LARCENY SHOPLIFTING,C6, ,0,14-03-2022 07:52,2022,3,Monday,7,,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966041151, -71.06321676048991)"
222017752,617,,LARCENY THEFT FROM BUILDING,B2,587,0,01-02-2022 00:00,2022,2,Tuesday,0,,TREMONT ST,42.33209622,-71.09860557,"(42.33209621515696, -71.09860557454644)"
222017750,1831,,SICK ASSIST,B3, ,0,14-03-2022 08:07,2022,3,Monday,8,,BLUE HILL AVE,42.27470119,-71.09344053,"(42.27470119273465, -71.09344053269572)"
222017749,3001,,DEATH INVESTIGATION,C11, ,0,14-03-2022 08:19,2022,3,Monday,8,,CASTLE ROCK ST,42.31052567,-71.05107135,"(42.31052567210178, -71.0510713452202)"
222017748,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,14-03-2022 08:31,2022,3,Monday,8,,DUDLEY ST,42.31735472,-71.0658297,"(42.31735471710791, -71.06582970165483)"
222017746,3201,,PROPERTY - LOST/ MISSING,A1,77,0,12-03-2022 19:00,2022,3,Saturday,19,,SUDBURY ST,0,0,"(0, 0)"
222017744,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,13-03-2022 21:30,2022,3,Sunday,21,,HYDE PARK AVE,42.25621592,-71.12401947,"(42.256215920402155, -71.12401947329023)"
222017743,3803,,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,14-03-2022 07:42,2022,3,Monday,7,,"REGENT ST & SAINT JAMES ST
ROXBURY  MA 02119
UNITE",42.32591398,-71.08367201,"(42.32591398384575, -71.08367201436467)"
222017742,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,08-03-2022 20:49,2022,3,Tuesday,20,,HANOVER ST,42.36517725,-71.05311827,"(42.36517725357275, -71.05311826687365)"
222017741,2647,,THREATS TO DO BODILY HARM,B2, ,0,14-03-2022 07:25,2022,3,Monday,7,,WASHINGTON ST,42.31851534,-71.09560596,"(42.318515336572005, -71.09560595881274)"
222017739,801,,ASSAULT - SIMPLE,B3,470,0,14-03-2022 06:46,2022,3,Monday,6,,COLORADO ST,42.27779311,-71.09917239,"(42.277793109505545, -71.09917239032264)"
222017738,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11, ,0,14-03-2022 06:23,2022,3,Monday,6,,SUMNER ST,42.31951291,-71.06109849,"(42.319512912222315, -71.06109849424871)"
222017737,617,,LARCENY THEFT FROM BUILDING,C6, ,0,12-03-2022 22:00,2022,3,Saturday,22,,W BROADWAY,42.336112,-71.04665434,"(42.33611199552338, -71.04665434223368)"
222017735,3115,,INVESTIGATE PERSON,B2, ,0,14-03-2022 06:09,2022,3,Monday,6,,DEVON ST,42.31038717,-71.0805453,"(42.31038717049575, -71.08054530220792)"
222017734,3115,,INVESTIGATE PERSON,D4,146,0,14-03-2022 00:00,2022,3,Monday,0,,W NEWTON ST,42.34451294,-71.08049717,"(42.34451294296881, -71.08049717035647)"
222017731,3001,,DEATH INVESTIGATION,A7, ,0,14-03-2022 03:11,2022,3,Monday,3,,S BREMEN ST,42.36780297,-71.03943328,"(42.36780297149182, -71.03943328320705)"
222017730,3801,,M/V ACCIDENT - OTHER,C11, ,0,14-03-2022 04:27,2022,3,Monday,4,,WASHINGTON ST,42.29417346,-71.07193797,"(42.294173456953246, -71.0719379681156)"
222017729,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A7, ,0,14-03-2022 03:20,2022,3,Monday,3,,CHELSEA ST,42.38215679,-71.02454639,"(42.38215679407032, -71.0245463878859)"
222017727,2662,,BALLISTICS EVIDENCE/FOUND,A1, ,1,14-03-2022 03:23,2022,3,Monday,3,,EDINBORO ST,42.35207238,-71.05975342,"(42.352072379909714, -71.05975342200742)"
222017724,3801,,M/V ACCIDENT - OTHER,B3,463,0,14-03-2022 02:37,2022,3,Monday,2,,"HARVARD ST & BLUE HILL AVE
BOSTON  MA 02124
UNITED",42.29485998,-71.08784,"(42.29485997704301, -71.08783999836773)"
222017723,3115,,INVESTIGATE PERSON,A1, ,0,14-03-2022 01:32,2022,3,Monday,1,,STATE ST,42.359287,-71.05379102,"(42.359286996590036, -71.05379101582544)"
222017720,3115,,INVESTIGATE PERSON,A7, ,0,14-03-2022 01:49,2022,3,Monday,1,,SARATOGA ST,42.38572713,-71.00415466,"(42.38572712938618, -71.00415466194367)"
222017719,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5, ,0,14-03-2022 01:13,2022,3,Monday,1,,WASHINGTON ST,42.27208467,-71.14482145,"(42.27208466991433, -71.14482145060308)"
222017718,3006,,SICK/INJURED/MEDICAL - PERSON,E13, ,0,14-03-2022 01:17,2022,3,Monday,1,,HYDE PARK AVE,42.29928541,-71.11397269,"(42.29928540526353, -71.11397269141933)"
222017715,3410,,TOWED MOTOR VEHICLE,A1,118,0,14-03-2022 00:20,2022,3,Monday,0,,"STUART ST & CHARLES ST S
BOSTON  MA 02116
UNITED S",42.35096999,-71.06684,"(42.350969992844895, -71.06683999920246)"
222017714,3115,,INVESTIGATE PERSON,C11, ,0,13-03-2022 23:58,2022,3,Sunday,23,,GALLIVAN BLVD,42.27983837,-71.06622436,"(42.27983837053387, -71.06622435815896)"
222017713,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1, ,0,14-03-2022 00:19,2022,3,Monday,0,,"PORTLAND ST & CAUSEWAY ST
BOSTON  MA 02114
UNITED ",42.36489001,-71.06232,"(42.36489000513427, -71.06231999755865)"
222017711,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18, ,0,13-03-2022 23:25,2022,3,Sunday,23,,HYDE PARK AVE,42.27091467,-71.1204163,"(42.27091466903399, -71.12041629883794)"
222017710,423,,ASSAULT - AGGRAVATED,D4, ,0,13-03-2022 23:20,2022,3,Sunday,23,,HARRISON AVE,42.33511904,-71.0749171,"(42.33511903946614, -71.07491709613726)"
222017709,1831,,SICK ASSIST,A1,94,0,13-03-2022 23:19,2022,3,Sunday,23,,"STATE ST & CHATHAM ROW
BOSTON  MA 02109
UNITED STA",42.35925999,-71.05428994,"(42.35925999329945, -71.05428994243921)"
222017707,3114,,INVESTIGATE PROPERTY,C11,401,0,13-03-2022 11:10,2022,3,Sunday,11,,TALBOT AVE,42.2871482,-71.06493039,"(42.287148203950444, -71.06493039372496)"
222017706,724,,AUTO THEFT,D4,167,0,13-03-2022 21:10,2022,3,Sunday,21,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222017703,1831,,SICK ASSIST,B2, ,0,13-03-2022 22:25,2022,3,Sunday,22,,COLUMBIA RD,42.31519665,-71.06678387,"(42.31519664510418, -71.0667838725257)"
222017701,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,77,0,13-03-2022 16:30,2022,3,Sunday,16,,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.361838566564714, -71.05976489094158)"
222017700,3502,,MISSING PERSON - LOCATED,E5, ,0,12-03-2022 22:00,2022,3,Saturday,22,,PENDER ST,42.28431508,-71.1632524,"(42.284315082159516, -71.16325239853259)"
222017699,1831,,SICK ASSIST,C11, ,0,13-03-2022 21:25,2022,3,Sunday,21,,CHICKATAWBUT ST,42.28601664,-71.04902973,"(42.28601663628643, -71.04902973454234)"
222017698,3111,,LICENSE PREMISE VIOLATION,D4, ,0,13-03-2022 22:15,2022,3,Sunday,22,,WASHINGTON ST,42.34535725,-71.06508027,"(42.34535725245928, -71.06508026552089)"
222017697,3111,,LICENSE PREMISE VIOLATION,D4, ,0,13-03-2022 22:03,2022,3,Sunday,22,,BOYLSTON ST,42.3503787,-71.07626098,"(42.350378699776456, -71.07626098382806)"
222017696,3001,,DEATH INVESTIGATION,B2, ,0,13-03-2022 21:26,2022,3,Sunday,21,,JULIAN ST,42.31940749,-71.07567842,"(42.31940749287584, -71.0756784193132)"
222017694,3114,,INVESTIGATE PROPERTY,D4, ,0,13-03-2022 20:47,2022,3,Sunday,20,,MASSACHUSETTS AVE,42.34194788,-71.08362479,"(42.341947881978555, -71.08362478621633)"
222017692,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,D4, ,0,13-03-2022 22:20,2022,3,Sunday,22,,TREMONT STREET,0,0,"(0, 0)"
222017691,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18, ,0,12-03-2022 21:06,2022,3,Saturday,21,,AMERICAN LEGION HWY,42.28137254,-71.11588004,"(42.28137253512057, -71.11588003907829)"
222017690,801,,ASSAULT - SIMPLE,B2, ,0,13-03-2022 20:47,2022,3,Sunday,20,,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679541500612, -71.079645623217)"
222017687,3115,,INVESTIGATE PERSON,A15, ,0,13-03-2022 19:57,2022,3,Sunday,19,,"CITY SQ & CHELSEA ST
CHARLESTOWN  MA 02129
UNITED ",42.37180499,-71.06110305,"(42.37180498507164, -71.06110305278467)"
222017686,3801,,M/V ACCIDENT - OTHER,B2, ,0,13-03-2022 20:18,2022,3,Sunday,20,,"QUINCY ST & CEYLON ST
DORCHESTER  MA 02121
UNITED ",42.31198699,-71.07194995,"(42.311986989549034, -71.07194994885913)"
222017684,3114,,INVESTIGATE PROPERTY,B2, ,1,13-03-2022 20:46,2022,3,Sunday,20,,ELM HILL AVE,42.31005741,-71.08709406,"(42.310057413140356, -71.08709406128342)"
222017682,3108,,FIRE REPORT,B3, ,0,13-03-2022 19:46,2022,3,Sunday,19,,FLOYD ST,42.28834692,-71.0860772,"(42.28834692423826, -71.08607720443712)"
222017681,1402,,VANDALISM,C11, ,0,13-03-2022 19:45,2022,3,Sunday,19,,E COTTAGE ST,42.31853245,-71.05778998,"(42.31853244977995, -71.05778998160534)"
222017680,3201,,PROPERTY - LOST/ MISSING,B2, ,0,08-03-2022 19:10,2022,3,Tuesday,19,,BLUE HILL AVE,42.32094361,-71.07761042,"(42.32094361093229, -71.07761042272443)"
222017679,617,,LARCENY THEFT FROM BUILDING,E13, ,0,13-03-2022 18:34,2022,3,Sunday,18,,GREEN ST,42.31272517,-71.11237846,"(42.31272516763758, -71.112378455938)"
222017678,3106,,PROPERTY - ACCIDENTAL DAMAGE,D14, ,0,13-03-2022 19:59,2022,3,Sunday,19,,KENRICK ST,42.34669542,-71.16848514,"(42.34669542082371, -71.16848513706617)"
222017677,1831,,SICK ASSIST,C11, ,0,13-03-2022 20:31,2022,3,Sunday,20,,GIBSON ST,42.29755533,-71.0597091,"(42.29755532959655, -71.05970910242573)"
222017676,1831,,SICK ASSIST,D4, ,0,13-03-2022 19:39,2022,3,Sunday,19,,TREMONT ST,42.33989976,-71.07930014,"(42.33989975553012, -71.07930014221807)"
222017674,3502,,MISSING PERSON - LOCATED,E5, ,0,13-03-2022 17:44,2022,3,Sunday,17,,WASHINGTON ST,42.29093382,-71.12332234,"(42.290933816842795, -71.12332234346998)"
222017673,2647,,THREATS TO DO BODILY HARM,E18, ,0,11-03-2022 17:15,2022,3,Friday,17,,RAMSDELL AVE,42.27612814,-71.11784764,"(42.27612813534444, -71.11784763902911)"
222017672,617,,LARCENY THEFT FROM BUILDING,D4, ,0,13-03-2022 19:46,2022,3,Sunday,19,,HARRISON AVE,42.33455374,-71.07560801,"(42.33455373593907, -71.07560801275244)"
222017670,3801,,M/V ACCIDENT - OTHER,B3, ,0,13-03-2022 19:56,2022,3,Sunday,19,,MORTON ST,42.2873705,-71.09388,"(42.28737049991183, -71.09387999969809)"
222017669,3410,,TOWED MOTOR VEHICLE,A1,77,0,13-03-2022 19:14,2022,3,Sunday,19,,HAWKINS ST,42.36184193,-71.06074078,"(42.36184193020833, -71.06074078470061)"
222017667,1304,,PROPERTY - STOLEN THEN RECOVERED,D4, ,0,13-03-2022 19:05,2022,3,Sunday,19,,ALBANY ST,42.33693507,-71.06867002,"(42.33693506824102, -71.06867001696202)"
222017666,3410,,TOWED MOTOR VEHICLE,A1,84,0,13-03-2022 06:11,2022,3,Sunday,6,,HANOVER ST,42.36379365,-71.05447076,"(42.36379364845802, -71.05447076168957)"
222017665,3115,,INVESTIGATE PERSON,E13, ,0,13-03-2022 17:35,2022,3,Sunday,17,,BISHOP ST,42.30952557,-71.10953312,"(42.30952556909656, -71.10953311577013)"
222017664,301,,ROBBERY,C11, ,0,13-03-2022 18:24,2022,3,Sunday,18,,DORCHESTER AVE,42.31021459,-71.05783009,"(42.310214585410314, -71.05783008875328)"
222017662,1831,,SICK ASSIST,B2, ,0,13-03-2022 18:42,2022,3,Sunday,18,,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956304852217, -71.08990196681202)"
222017661,3115,,INVESTIGATE PERSON,A1,77,0,13-03-2022 18:30,2022,3,Sunday,18,,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.361838566564714, -71.05976489094158)"
222017660,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1, ,0,13-03-2022 18:40,2022,3,Sunday,18,,LEGENDS WAY,42.36643546,-71.06135413,"(42.36643546331782, -71.06135412537031)"
222017659,3115,,INVESTIGATE PERSON,B3, ,0,13-03-2022 18:13,2022,3,Sunday,18,,PARK ST,42.29450457,-71.07767625,"(42.294504570262916, -71.07767624640914)"
222017656,3115,,INVESTIGATE PERSON,C6, ,0,13-03-2022 18:08,2022,3,Sunday,18,,REV RICHARD A BURKE ST,42.33159837,-71.05159631,"(42.33159837022136, -71.05159631279159)"
222017654,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,336,0,13-03-2022 17:51,2022,3,Sunday,17,,OLNEY ST,42.30533347,-71.06874731,"(42.305333472583996, -71.06874730609447)"
222017653,3201,,PROPERTY - LOST/ MISSING,D14,778,0,13-03-2022 17:57,2022,3,Sunday,17,,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600030506, -71.15049849975023)"
222017652,3115,,INVESTIGATE PERSON,C11,355,0,13-03-2022 05:30,2022,3,Sunday,5,,GIBSON ST,42.29755533,-71.0597091,"(42.29755532959655, -71.05970910242573)"
222017649,3201,,PROPERTY - LOST/ MISSING,A7,36,0,13-03-2022 09:00,2022,3,Sunday,9,,HARBORSIDE DR,42.36252502,-71.02533782,"(42.3625250160889, -71.02533782383328)"
222017648,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6, ,0,13-03-2022 17:00,2022,3,Sunday,17,,OLD COLONY AVE,42.33714141,-71.05656696,"(42.33714141364572, -71.0565669598783)"
222017647,3115,,INVESTIGATE PERSON,C11,355,0,13-03-2022 17:00,2022,3,Sunday,17,,GIBSON ST,42.29755533,-71.0597091,"(42.29755532959655, -71.05970910242573)"
222017646,3410,,TOWED MOTOR VEHICLE,B3, ,0,13-03-2022 16:45,2022,3,Sunday,16,,"EDGEWATER DR & TESLA ST
MATTAPAN  MA 02126
UNITED ",42.26566001,-71.09600897,"(42.26566000902533, -71.09600897455194)"
222017645,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,13-03-2022 16:20,2022,3,Sunday,16,,WINTER STREET,0,0,"(0, 0)"
222017643,613,,LARCENY SHOPLIFTING,B2, ,0,13-03-2022 17:07,2022,3,Sunday,17,,BLUE HILL AVE,42.30896999,-71.08284839,"(42.308969992788, -71.08284838641052)"
222017642,613,,LARCENY SHOPLIFTING,D4, ,0,13-03-2022 17:18,2022,3,Sunday,17,,MASSACHUSETTS AVE,42.34439568,-71.08632016,"(42.34439568415443, -71.08632016344815)"
222017641,3301,,VERBAL DISPUTE,E5, ,0,13-03-2022 16:51,2022,3,Sunday,16,,WASHINGTON ST,42.28471678,-71.12998991,"(42.284716775781206, -71.1299899063583)"
222017640,3115,,INVESTIGATE PERSON,C11,355,0,13-03-2022 17:22,2022,3,Sunday,17,,GIBSON ST,42.29755533,-71.0597091,"(42.29755532959655, -71.05970910242573)"
222017639,3115,,INVESTIGATE PERSON,C6, ,0,13-03-2022 16:48,2022,3,Sunday,16,,COLUMBIA RD,42.33046611,-71.04513271,"(42.3304661064404, -71.04513271450739)"
222017638,3114,,INVESTIGATE PROPERTY,A7,25,0,13-03-2022 16:40,2022,3,Sunday,16,,MERIDIAN ST,42.38167191,-71.03928397,"(42.381671906098425, -71.03928396771633)"
222017635,3201,,PROPERTY - LOST/ MISSING,B2, ,0,13-03-2022 08:00,2022,3,Sunday,8,,JOHN ELIOT SQ,42.33001318,-71.09117863,"(42.3300131779998, -71.0911786335405)"
222017634,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,09-03-2022 12:45,2022,3,Wednesday,12,,BLUE HILL AVENUE,0,0,"(0, 0)"
222017633,1402,,VANDALISM,B2, ,0,13-03-2022 14:25,2022,3,Sunday,14,,CLIFFORD ST,42.31985443,-71.07972518,"(42.319854434786805, -71.07972518175252)"
222017631,3006,,SICK/INJURED/MEDICAL - PERSON,C11, ,0,13-03-2022 16:00,2022,3,Sunday,16,,TREADWAY RD,42.31370929,-71.05824482,"(42.313709285558176, -71.05824481508631)"
222017628,617,,LARCENY THEFT FROM BUILDING,C6, ,0,10-03-2022 13:00,2022,3,Thursday,13,,GENERAL LAWRENCE J LOGAN WAY,42.32779674,-71.05435602,"(42.327796741800064, -71.05435602122697)"
222017627,1402,,VANDALISM,C6,200,0,13-03-2022 11:41,2022,3,Sunday,11,,W BROADWAY,42.3412875,-71.05467933,"(42.341287504390436, -71.05467932649397)"
222017625,613,,LARCENY SHOPLIFTING,D4, ,0,13-03-2022 15:15,2022,3,Sunday,15,,BOYLSTON ST,42.34862382,-71.08277637,"(42.348623815554966, -71.08277637086411)"
222017624,2905,,VAL - VIOLATION OF AUTO LAW,A7,12,0,13-03-2022 15:30,2022,3,Sunday,15,,ADDISON ST,42.38549647,-71.01681643,"(42.38549646920823, -71.01681643489226)"
222017623,619,,LARCENY ALL OTHERS,D4,167,0,08-03-2022 14:25,2022,3,Tuesday,14,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222017622,617,,LARCENY THEFT FROM BUILDING,B2, ,0,12-03-2022 18:00,2022,3,Saturday,18,,DUNREATH ST,42.32300514,-71.08081696,"(42.3230051439498, -71.08081695512372)"
222017620,617,,LARCENY THEFT FROM BUILDING,C11, ,0,13-03-2022 15:06,2022,3,Sunday,15,,WASHINGTON ST,42.30511791,-71.08019088,"(42.305117911595325, -71.08019087629083)"
222017618,2647,,THREATS TO DO BODILY HARM,E13, ,0,13-03-2022 14:57,2022,3,Sunday,14,,S HUNTINGTON AVE,42.32955245,-71.11112429,"(42.32955245456923, -71.11112428768338)"
222017617,3501,,MISSING PERSON,C11, ,0,12-03-2022 15:00,2022,3,Saturday,15,,CHURCH ST,42.3084785,-71.06363611,"(42.30847849859909, -71.0636361111221)"
222017615,3410,,TOWED MOTOR VEHICLE,E13, ,0,13-03-2022 10:01,2022,3,Sunday,10,,HYDE PARK AVE,42.29550006,-71.1165978,"(42.29550006428359, -71.11659779798852)"
222017614,1402,,VANDALISM,A7,24,0,13-03-2022 00:00,2022,3,Sunday,0,,MONMOUTH ST,42.38011766,-71.03722943,"(42.38011765803918, -71.03722942789413)"
222017613,613,,LARCENY SHOPLIFTING,D4,143,0,13-03-2022 14:11,2022,3,Sunday,14,,BOYLSTON ST,42.34862382,-71.08277637,"(42.348623815554966, -71.08277637086411)"
222017611,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,13-03-2022 13:32,2022,3,Sunday,13,,COLUMBIA RD,42.31684532,-71.06556419,"(42.31684532014374, -71.06556418903345)"
222017610,3803,,M/V ACCIDENT - PERSONAL INJURY,E13, ,0,13-03-2022 14:15,2022,3,Sunday,14,,"AMERICAN LEGION HWY & WALK HILL ST
MATTAPAN  MA 02",42.287651,-71.10666704,"(42.28765100374685, -71.10666703758488)"
222017608,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A7, ,0,13-03-2022 14:00,2022,3,Sunday,14,,PRESCOTT ST & LEXINGTON ST,42.38028197,-71.03064895,"(42.380281972116975, -71.030648948491)"
222017606,3201,,PROPERTY - LOST/ MISSING,A1,77,0,11-03-2022 11:15,2022,3,Friday,11,,SUDBURY ST,0,0,"(0, 0)"
222017605,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,B3, ,0,13-03-2022 13:38,2022,3,Sunday,13,,HARVARD ST,42.28341302,-71.09857926,"(42.283413020385666, -71.09857925854926)"
222017601,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,13-03-2022 13:44,2022,3,Sunday,13,,"COLUMBIA RD & PASADENA RD
DORCHESTER  MA 02121
UNI",42.30466098,-71.08187606,"(42.3046609773656, -71.08187605978958)"
222017600,801,,ASSAULT - SIMPLE,C6, ,0,12-03-2022 23:00,2022,3,Saturday,23,,W BROADWAY,42.336112,-71.04665434,"(42.33611199552338, -71.04665434223368)"
222017599,3115,,INVESTIGATE PERSON,B2, ,0,13-03-2022 13:23,2022,3,Sunday,13,,CRESTON ST,42.31195475,-71.07871912,"(42.311954745646844, -71.07871912007954)"
222017598,3501,,MISSING PERSON,E13, ,0,13-03-2022 12:47,2022,3,Sunday,12,,LAWN ST,42.32643571,-71.10411063,"(42.32643570845892, -71.10411063455462)"
222017597,1402,,VANDALISM,D4, ,0,13-03-2022 03:23,2022,3,Sunday,3,,COMMONWEALTH AVE,42.35199294,-71.07706785,"(42.351992941009605, -71.07706785162254)"
222017596,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,13-03-2022 12:29,2022,3,Sunday,12,,"BRACKETT ST & WASHINGTON ST
BRIGHTON  MA 02135
UNI",42.35022297,-71.16542406,"(42.35022297425836, -71.16542405696627)"
222017595,617,,LARCENY THEFT FROM BUILDING,C6,206,0,13-03-2022 00:00,2022,3,Sunday,0,,SEAPORT BLVD,42.35275617,-71.04748127,"(42.352756167727144, -71.04748127479294)"
222017594,3115,,INVESTIGATE PERSON,E13, ,0,10-03-2022 13:24,2022,3,Thursday,13,,WALDREN RD,42.31553312,-71.09519891,"(42.31553311560963, -71.09519891259158)"
222017593,3502,,MISSING PERSON - LOCATED,B3,435,0,13-03-2022 10:30,2022,3,Sunday,10,,EDSON ST,42.28623708,-71.07768279,"(42.286237082705114, -71.07768279210775)"
222017592,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,355,0,12-03-2022 22:15,2022,3,Saturday,22,,GIBSON ST,42.29755533,-71.0597091,"(42.29755532959655, -71.05970910242573)"
222017591,3207,,PROPERTY - FOUND,A1,77,0,13-03-2022 12:45,2022,3,Sunday,12,,SUDBURY ST,0,0,"(0, 0)"
222017590,3201,,PROPERTY - LOST/ MISSING,B3, ,0,03-01-2022 12:45,2022,1,Monday,12,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222017589,617,,LARCENY THEFT FROM BUILDING,D4,167,0,13-03-2022 12:15,2022,3,Sunday,12,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222017588,3410,,TOWED MOTOR VEHICLE,A7, ,0,13-03-2022 11:27,2022,3,Sunday,11,,TRENTON ST,42.37887838,-71.03643423,"(42.37887837507755, -71.0364342286797)"
222017587,3201,,PROPERTY - LOST/ MISSING,A1, ,0,12-03-2022 18:00,2022,3,Saturday,18,,WASHINGTON ST,42.35591935,-71.06000539,"(42.35591934853282, -71.06000538982026)"
222017585,801,,ASSAULT - SIMPLE,D14, ,0,13-03-2022 12:00,2022,3,Sunday,12,,"COMMONWEALTH AVE & LAKE ST
BRIGHTON  MA 02467
UNIT",42.33991699,-71.16612596,"(42.33991698546948, -71.16612595940708)"
222017583,3114,,INVESTIGATE PROPERTY,A1,61,0,13-03-2022 11:30,2022,3,Sunday,11,,CAUSEWAY ST,42.3653748,-71.06154161,"(42.365374796420454, -71.06154161481645)"
222017580,3007,,SUDDEN DEATH,E18, ,0,13-03-2022 10:51,2022,3,Sunday,10,,WESTINGHOUSE PLZ,42.24422964,-71.13251945,"(42.24422963542834, -71.13251945271134)"
222017579,1831,,SICK ASSIST,A7,12,0,13-03-2022 10:35,2022,3,Sunday,10,,BOARDMAN ST,42.38817033,-71.00939544,"(42.38817032562882, -71.00939543661947)"
222017576,613,,LARCENY SHOPLIFTING,B2, ,0,13-03-2022 10:50,2022,3,Sunday,10,,BLUE HILL AVE,42.30896999,-71.08284839,"(42.308969992788, -71.08284838641052)"
222017575,2647,,THREATS TO DO BODILY HARM,D4, ,0,06-03-2022 12:00,2022,3,Sunday,12,,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201849799732, -71.08566212663452)"
222017574,3207,,PROPERTY - FOUND,A1, ,0,13-03-2022 01:30,2022,3,Sunday,1,,"BLACKSTONE ST & HANOVER ST
BOSTON  MA 02109
UNITED",42.36203204,-71.05667998,"(42.36203204188598, -71.05667997819693)"
222017573,3006,,SICK/INJURED/MEDICAL - PERSON,C6,204,0,13-03-2022 10:04,2022,3,Sunday,10,,CHANNEL CENTER ST,42.34556623,-71.05151508,"(42.345566230238305, -71.05151507525103)"
222017572,1831,,SICK ASSIST,D4,167,0,13-03-2022 10:00,2022,3,Sunday,10,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222017571,3207,,PROPERTY - FOUND,B2, ,0,07-03-2022 16:00,2022,3,Monday,16,,FORT AVE,42.32729295,-71.09573343,"(42.327292947330626, -71.095733430477)"
222017569,613,,LARCENY SHOPLIFTING,E13,635,0,13-03-2022 09:01,2022,3,Sunday,9,,CENTRE ST,42.31929343,-71.11178236,"(42.31929343406324, -71.11178235950122)"
222017568,3001,,DEATH INVESTIGATION,C11, ,0,13-03-2022 09:25,2022,3,Sunday,9,,WASHINGTON ST,42.30476128,-71.07975125,"(42.30476128394339, -71.07975124585694)"
222017567,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,07-03-2022 17:42,2022,3,Monday,17,,SUMMER ST,42.35196671,-71.05415459,"(42.35196670915563, -71.05415458831344)"
222017566,613,,LARCENY SHOPLIFTING,D4, ,0,13-03-2022 09:54,2022,3,Sunday,9,,BOYLSTON ST,42.34412628,-71.09942777,"(42.3441262779061, -71.0994277699999)"
222017564,801,,ASSAULT - SIMPLE,A7,33,0,13-03-2022 09:32,2022,3,Sunday,9,,SUMNER ST,42.36429803,-71.0291726,"(42.36429803326189, -71.02917260289527)"
222017563,3410,,TOWED MOTOR VEHICLE,C6, ,0,13-03-2022 09:16,2022,3,Sunday,9,,E ST,42.33539376,-71.05212586,"(42.33539376212551, -71.05212585618781)"
